2.581263736263736064e+02,1.607994505494505404e+02,3.105022508863016029e+01,9.147896987926103520e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.987812500000000071e+01,-9.552812500000000284e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.178785180151028200e+01,7.835181825752391660e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.987812500000000071e+01,-9.548437500000000000e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.285532820246016428e+01,7.085954755245847991e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.987812500000000071e+01,-9.544062499999999716e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.299186680976740149e+01,8.004109530172989935e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.987812500000000071e+01,-9.539687500000000853e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.291684700910131767e+01,8.461739870009646438e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.987812500000000071e+01,-9.535312500000000568e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.509120835793233084e+01,7.360774357062421132e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.987812500000000071e+01,-9.530937500000000284e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.713653315896461748e+01,6.479133067754935382e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.987812500000000071e+01,-9.526562500000000000e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.833005839386984803e+01,6.210640396761223201e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.987812500000000071e+01,-9.522187499999999716e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.322328308996614510e+01,8.426185219787994356e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.983437500000000142e+01,-9.552812500000000284e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.362627395752557646e+01,9.064254607519533238e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.983437500000000142e+01,-9.548437500000000000e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.470238797838164402e+01,9.876431618206397616e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.983437500000000142e+01,-9.544062499999999716e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.358612575168721293e+01,8.263260847942409555e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.983437500000000142e+01,-9.539687500000000853e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.379740250952590941e+01,8.416539940826107795e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.983437500000000142e+01,-9.535312500000000568e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.612961685747971075e+01,7.315574427878882489e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.983437500000000142e+01,-9.530937500000000284e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.851178760917405697e+01,6.214608914931656045e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.983437500000000142e+01,-9.526562500000000000e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,4.035880214725514037e+01,6.065422844629548536e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.983437500000000142e+01,-9.522187499999999716e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.774937827596776430e+01,1.207114388839685716e+03,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.979062500000000213e+01,-9.552812500000000284e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.675815241944313527e+01,1.039867755476013372e+03,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.979062500000000213e+01,-9.548437500000000000e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.613453957746233414e+01,1.125982452142200145e+03,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.979062500000000213e+01,-9.544062499999999716e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.487319956352301631e+01,9.409323154056953626e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.979062500000000213e+01,-9.539687500000000853e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.482850772421905816e+01,8.371340011642569152e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.979062500000000213e+01,-9.535312500000000568e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.719936339000042125e+01,7.855917126422150432e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.979062500000000213e+01,-9.530937500000000284e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.957388018548869013e+01,7.443596485086065968e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.979062500000000213e+01,-9.526562500000000000e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,4.195605093718305056e+01,6.919006966811289203e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,2.979062500000000213e+01,-9.522187499999999716e+01,1.000000000000000000e+00
2.581263736263736064e+02,1.607994505494505404e+02,3.787076370267904935e+01,9.826118307215688219e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,2.974687499999999929e+01,-9.552812500000000284e+01,1.000000000000000000e+00
